total number of words in words.txt = 235886 
largest string index is 24 
in Display 
  10) Largest string is formaldehydesulphoxylate	 with string length=24 
   5) Largest string is meningoencephalitis	 with string length=19 
   5) Largest string is meningomyelorrhaphy	 with string length=19 
   5) Largest string is Mesembryanthemaceae	 with string length=19 
   5) Largest string is metacarpophalangeal	 with string length=19 
   5) Largest string is metaphenylenediamin	 with string length=19 
   5) Largest string is metatarsophalangeal	 with string length=19 
   5) Largest string is microcinematography	 with string length=19 
   5) Largest string is microclimatological	 with string length=19 
   5) Largest string is microcrystalloscopy	 with string length=19 
   5) Largest string is micrometallographer	 with string length=19 
   5) Largest string is misapprehensiveness	 with string length=19 
   5) Largest string is mischaracterization	 with string length=19 
   5) Largest string is monochloranthracene	 with string length=19 
   5) Largest string is musicophilosophical	 with string length=19 
   5) Largest string is nonconformistically	 with string length=19 
   5) Largest string is nondisestablishment	 with string length=19 
   5) Largest string is nonrepresentational	 with string length=19 
   5) Largest string is odontohyperesthesia	 with string length=19 
   5) Largest string is ophthalmoleucoscope	 with string length=19 
   5) Largest string is ophthalmophlebotomy	 with string length=19 
   5) Largest string is ophthalmostatometer	 with string length=19 
   5) Largest string is ophthalmotropometer	 with string length=19 
   5) Largest string is opthalmothermometer	 with string length=19 
   5) Largest string is ornithobiographical	 with string length=19 
   5) Largest string is ornithogeographical	 with string length=19 
   5) Largest string is orthobrachycephalic	 with string length=19 
   5) Largest string is orthoveratraldehyde	 with string length=19 
   5) Largest string is osteochondrofibroma	 with string length=19 
   5) Largest string is osteochondrosarcoma	 with string length=19 
   5) Largest string is otohemineurasthenia	 with string length=19 
   5) Largest string is otorhinolaryngology	 with string length=19 
   5) Largest string is ovariosalpingectomy	 with string length=19 
   5) Largest string is overdestructiveness	 with string length=19 
   5) Largest string is overdiversification	 with string length=19 
   5) Largest string is overimaginativeness	 with string length=19 
   5) Largest string is overindividualistic	 with string length=19 
   5) Largest string is overintellectuality	 with string length=19 
   5) Largest string is overintensification	 with string length=19 
   5) Largest string is overnationalization	 with string length=19 
   5) Largest string is overprocrastination	 with string length=19 
   5) Largest string is overproportionately	 with string length=19 
   5) Largest string is palaeodendrological	 with string length=19 
   5) Largest string is palaeodictyopterous	 with string length=19 
   5) Largest string is palaeoherpetologist	 with string length=19 
   5) Largest string is palaeopsychological	 with string length=19 
   5) Largest string is palaeornithological	 with string length=19 
   5) Largest string is palaeotypographical	 with string length=19 
   5) Largest string is paleoanthropography	 with string length=19 
   5) Largest string is paleoanthropologist	 with string length=19 
   5) Largest string is paleometeorological	 with string length=19 
   5) Largest string is pancreaticoduodenal	 with string length=19 
   5) Largest string is papilloadenocystoma	 with string length=19 
   5) Largest string is parachromatophorous	 with string length=19 
   5) Largest string is paradichlorobenzene	 with string length=19 
   5) Largest string is parasympathomimetic	 with string length=19 
   5) Largest string is parathyroidectomize	 with string length=19 
   5) Largest string is parliamentarization	 with string length=19 
   5) Largest string is parthenogenetically	 with string length=19 
   5) Largest string is particularistically	 with string length=19 
   5) Largest string is pathologicoanatomic	 with string length=19 
   5) Largest string is pathologicoclinical	 with string length=19 
   5) Largest string is pectinatofimbricate	 with string length=19 
   5) Largest string is pericardiacophrenic	 with string length=19 
   5) Largest string is pericardiosymphysis	 with string length=19 
   5) Largest string is periosteomedullitis	 with string length=19 
   5) Largest string is peripachymeningitis	 with string length=19 
   5) Largest string is pharmacognostically	 with string length=19 
   5) Largest string is pharyngoamygdalitis	 with string length=19 
   5) Largest string is pharyngotonsillitis	 with string length=19 
   5) Largest string is phenomenalistically	 with string length=19 
   5) Largest string is Phoenicopteriformes	 with string length=19 
   5) Largest string is phonautographically	 with string length=19 
   5) Largest string is phosphoglycoprotein	 with string length=19 
   5) Largest string is photodisintegration	 with string length=19 
   5) Largest string is photogalvanographic	 with string length=19 
   5) Largest string is photohyponastically	 with string length=19 
   5) Largest string is photophosphorescent	 with string length=19 
   5) Largest string is photopolymerization	 with string length=19 
   5) Largest string is phrenicopericardiac	 with string length=19 
   5) Largest string is phthisiotherapeutic	 with string length=19 
   5) Largest string is phycochromophyceous	 with string length=19 
   5) Largest string is physicoastronomical	 with string length=19 
   5) Largest string is physicogeographical	 with string length=19 
   5) Largest string is physicomathematical	 with string length=19 
   5) Largest string is physicotherapeutics	 with string length=19 
   5) Largest string is physiophilosophical	 with string length=19 
   5) Largest string is physiopsychological	 with string length=19 
   5) Largest string is physiotherapeutical	 with string length=19 
   5) Largest string is phytogeographically	 with string length=19 
   5) Largest string is phytopaleontologist	 with string length=19 
   5) Largest string is phytosociologically	 with string length=19 
   5) Largest string is platybrachycephalic	 with string length=19 
   5) Largest string is platymesaticephalic	 with string length=19 
   5) Largest string is plenipotentiaryship	 with string length=19 
